adm_region,adm_provincia,adm_comuna,adm_local,lat,lon,direccion_encontrada,fuente
DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,LICEO POLITECNICO DIEGO PORTALES PALAZUELOS,-22.0850569,-70.19568129999999,"Ruta 1 1183, 1340798 Tocopilla, Antofagasta, Chile",google
DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,LICEO POLIVALENTE DOMINGO LATRILLE,-22.0884328,-70.1947833,"Av. 18 de Septiembre 2431, Tocopilla, Antofagasta, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,AZAPA VALLEY SCHOOL,-18.5006184,-70.2575524,"Azapa Valley School, 6200, Ruta A-27, Pago de Gómez, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,C.P. DE ARICA,-18.4536749,-70.2830685,"Paseo Central Calle Canteras, Villa Los Industriales, Arica, Provincia de Arica, Región de Arica y Parinacota, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,CENTRO DE CAPACITACION LABORAL REINO DE BELGICA,-18.4752657,-70.2980713,"Nuremberg 1368-1398, 1020987 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO ALEMAN DE ARICA,-18.4921505,-70.2802473,"Colegio Alemán de Arica, 3727, Avenida Senador Humberto Palza Corvacho, Población Nueva Esperanza, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO BICENTENARIO MIRAMAR DE EXCELENCIA,-18.4932705,-70.3149033,"Miramar, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO CARDENAL ANTONIO SAMORE,-18.4914502,-70.2837075,"Colegio Cardenal Antonio Samoré, Avenida Senador Humberto Palza Corvacho, Población Cabo Roca, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO CARDENAL RAUL SILVA HENRIQUEZ,-18.4377445,-70.2874831,"Colegio Cardenal Raúl Silva Henríquez, 4090, Francisco Urzúa, Punta Norte, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO CENTENARIO,-18.4398496,-70.2930206,"Colegio Centenario de Arica, 4016, Avenida El Roble, Población Raúl Silva Henríquez, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO CHILE NORTE,-18.4461267,-70.28467479999999,"Linderos 3650, 1032095 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO DEL ALBA,-18.4972529,-70.2974147,"Colegio del Alba, 2222, Chamonate, Las Tucapeles, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,-18.4822309,-70.31722669999999,"San Marcos 611, 1000807 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO ITALIANO SANTA ANA,-18.483477,-70.314486,"Colegio Italiano Santa Ana, Arturo Gallo, Magisterio, Arica, Provincia de Arica, Región de Arica y Parinacota, 1000434, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO JOHN WALL HOLCOMB,-18.4466257,-70.2960118,"Colegio John Wall Holcomb, 3628, Ginebra, Villa Pedro Lagos, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO LEONARDO DA VINCI,-18.4567329,-70.2827654,"Colegio Leonardo Da Vinci, Avenida Alejandro Azola, Villa Los Industriales, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO SAN MARCOS DE ARICA,-18.4709364,-70.304087,"Colegio San Marcos de Arica, 2140, Avenida Santa María, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO SAUCACHE,-18.4930607,-70.2900686,"Colegio Saucache, 24, Flamenco, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,COLEGIO TECNOLOGICO DON BOSCO DE ARICA,-18.43796,-70.2861118,"Anacleto Lagos 1101-1199, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,COMPLEJO DEPORTIVO SAUCACHE UNIVERSIDAD DE TARAPACA,-18.4876726,-70.2851316,"Saucache, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA AMERICA,-18.4776808,-70.282653,"Capitán Ávalos 2606, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA COMANDANTE JUAN JOSE SAN MARTIN,-18.4767141,-70.2878102,"Escuela Comandante Juan José San Martin, 2545, Ángel Brass, Ampliación Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA DOCTOR RICARDO OLEA GUERRA,-18.4805054,-70.2840527,"Escuela Doctor Ricardo Olea Guerra, 2480, José Manuel Balmaceda, Ampliación Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA EJERCITO DE SALVACION,-18.4435184,-70.2895838,"Escuela Ejercito de Salvación, 3839, Avenida Cancha Rayada, Población Raúl Silva Henríquez, Arica, Provincia de Arica, Región de Arica y Parinacota, 1000000, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA ESMERALDA,-18.4830392,-70.3082148,"Escuela ESMERALDA, 106, José Joaquín Vallejos, Magisterio, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA ESPAÑA,-18.5742521,-70.0554155,"Escuela España, Km. 28, Ruta A-27, La Ribera, San Miguel de Azapa, Arica, Provincia de Arica, Región de Arica y Parinacota, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA GABRIELA MISTRAL L1,-18.4477318,-70.2908709,"Cancha Rayada, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA GABRIELA MISTRAL L2,-18.4477318,-70.2908709,"Cancha Rayada, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA GENERAL JOSE MIGUEL CARRERA,-18.4917332,-70.2938996,"Escuela José Miguel Carrera, 230, Óscar Belmar, Las Tucapeles, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA GENERAL MANUEL BAQUEDANO,-18.4517193,-70.0682238,"Escuela General Manuel Baquedano, Km. 27, Ruta 11 CH, Poconchile, Santa Rosa, Arica, Provincia de Arica, Región de Arica y Parinacota, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA GENERAL PEDRO LAGOS MARCHANT,-18.4908225,-70.3113705,"Escuela General Pedro Lagos Marchant, 1639, Rafael Sotomayor, Magisterio, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA IGNACIO CARRERA PINTO,-18.4971818,-70.2839324,"Escuela Ignacio Carrera Pinto, 3680, El Pedregal, Población Nueva Esperanza, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA JORGE ALESSANDRI RODRIGUEZ,-18.4279164,-70.2935862,"Escuela Jorge Alessandri Rodríguez, 881, Diaguitas, Punta Norte, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA MANUEL RODRIGUEZ ERDOYZA,-18.4813239,-70.2845843,"Escuela Manuel Rodriguez Erdoyza, 2450, José Manuel Balmaceda, Ampliación Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA REGIMIENTO RANCAGUA,-18.4748831,-70.3089139,"Escuela Regimiento Rancagua, 1550, Avenida Santa María, Edificio Vicuña Mackena, Arica, Provincia de Arica, Región de Arica y Parinacota, 1000434, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA REPUBLICA DE ARGENTINA,-18.4780109,-70.3038946,"Escuela República de Argentina, 1275, Rómulo Peña, Población Maipú Oriente, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA REPUBLICA DE ISRAEL,-18.4870042,-70.3025223,"Colegio República de Israel, 1860, Magallanes, Villa Albergue, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA ROMULO PEÑA MATURANA,-18.48098,-70.2901973,"Escuela Romulo J. Pena Maturana, Arica, 2883, Las Acacias, Ampliación Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA SUBTENIENTE LUIS CRUZ MARTINEZ,-18.4672639,-70.2907152,"D-16 Subteniente Luis Cruz Martínez, 1459, Real Armada, Barrio San José, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,ESCUELA TUCAPEL,-18.4792501,-70.2958084,"Escuela Tucapel D-21, 2075, María Elena, Población Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,GIMNASIO AUGUSTO ZUBIRI (EX EPICENTRO I),-18.4938295,-70.29886800000001,"Pablo Picasso 2150, 1010266 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,JARDIN INFANTIL MIRAMAR,-18.483283,-70.2819672,"Ramón Barros Luco, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,JARDIN INFANTIL QUEBRADA DE ACHA,-18.4746982,-70.2923985,"Quebrada de Acha, Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO AGRICOLA JOSE ABELARDO NUÑEZ,-18.5192905,-70.17838569999999,"Ruta A- 27 Km. 12 Valle de Azapa, 1009001 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO AGRICOLA PADRE FRANCISCO NAPOLITANO,-18.414687,-70.2004225,"Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO ARTISTICO JUAN NOE CREVANI,-18.4723189,-70.300569,"Liceo Artistico Doctor Juan Noe Crevani, 2154, Barros Arana, Barrio San José, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO BICENTENARIO PABLO NERUDA L1,-18.4459046,-70.2938703,"Av. El Roble, 1030829 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO BICENTENARIO PABLO NERUDA L2,-18.4459046,-70.2938703,"Av. El Roble, 1030829 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO INSTITUTO COMERCIAL DE ARICA,-18.4630423,-70.2920508,"Barros Arana 2930, 1031673 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO JOVINA NARANJO FERNANDEZ,-18.4764501,-70.3130476,"Liceo Jovina Naranjo Fernandez, 555, Doctor Juan Noé, Edificio Vicuña Mackena, Arica, Provincia de Arica, Región de Arica y Parinacota, 1000434, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO OCTAVIO PALMA PEREZ,-18.4739585,-70.3084812,"Liceo A-1 Octavio Palma Pérez, 1697, Avenida Santa María, Conjunto Habitacional Pukara, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO POLITECNICO ANTONIO VARAS DE LA BARRA,-18.4759964,-70.287943,"Loa 2200, 1021118 Arica, Arica y Parinacota, Chile",google
DE ARICA Y PARINACOTA,ARICA,ARICA,LICEO POLITECNICO ARICA,-18.4864756,-70.2944321,"Liceo Politécnico Arica A-2, 2221, 18 de Septiembre, Villa Albergue, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,ARICA,UNIVERSIDAD ARTURO PRAT,-18.4599496,-70.2948363,"Universidad Arturo Prat, 2998, Avenida Santa María, Condominio San Marcos, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,CAMARONES,ESCUELA VALLE DE CUYA,-19.1595227,-70.180444,"Escuela G-121 Valle de Cuya, Ruta A-355, Aduana de Cuya, Camarones, Provincia de Arica, Región de Arica y Parinacota, Chile",nominatim
DE ARICA Y PARINACOTA,ARICA,CAMARONES,LICEO VALLE DE CODPA,-18.8337846,-69.7445585,"Liceo Valle de Codpa, 7 de Junio, Codpa, Camarones, Provincia de Arica, Región de Arica y Parinacota, Chile",nominatim
DE ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,ESCUELA INTERNADO VISVIRI,-17.5944024,-69.47895,"Escuela Internado Visviri, Ruta Andina, Visviri, General Lagos, Provincia de Parinacota, Región de Arica y Parinacota, Chile",nominatim
DE ARICA Y PARINACOTA,PARINACOTA,PUTRE,ESCUELA SAN SANTIAGO DE BELEN,-18.4670333,-69.5150189,"Escuela San Santiago de Belén, Avenida El Peral, Belén, Putre, Provincia de Parinacota, Región de Arica y Parinacota, Chile",nominatim
DE ARICA Y PARINACOTA,PARINACOTA,PUTRE,LICEO GRANADEROS DE PUTRE,-18.1956999,-69.5618847,"Liceo Granaderos, 242, Teniente del Campo, Putre, Provincia de Parinacota, Región de Arica y Parinacota, Chile",nominatim
DE ATACAMA,CHAÑARAL,CHAÑARAL,ESCUELA BASICA IGNACIO DOMEYKO,-26.3377318,-70.61121659999999,"Arturo Pérez Canto 515, Chañaral, Atacama, Chile",google
DE ATACAMA,CHAÑARAL,CHAÑARAL,ESCUELA BASICA PEDRO LUJAN,-26.3450046,-70.624193,"Chañaral, Atacama, Chile",google
DE ATACAMA,CHAÑARAL,CHAÑARAL,LICEO FEDERICO VARELA,-26.3459043,-70.6160176,"Liceo Federico Varela, 221, Zuleta, Villa Miramar, Chañaral, Provincia de Chañaral, Región de Atacama, 1490000, Chile",nominatim
DE ATACAMA,CHAÑARAL,DIEGO DE ALMAGRO,ESCUELA BASICA SARA CORTES CORTES,-26.3951089,-70.05549979999999,"Inca de Oro 901, Diego de Almagro, Atacama, Chile",google
DE ATACAMA,CHAÑARAL,DIEGO DE ALMAGRO,ESCUELA ESPECIAL DE LENGUAJE AYLLU,-26.3902116,-70.045402,"Diego de Almagro, Atacama, Chile",google
DE ATACAMA,COPIAPO,CALDERA,COLEGIO PARROQUIAL PADRE NEGRO,-27.069194,-70.8105075,"Colegio Parroquial Padre Negro, 601, Paipote, Caldera, Provincia de Copiapó, Región de Atacama, 0000157, Chile",nominatim
DE ATACAMA,COPIAPO,CALDERA,ESCUELA BYRON GIGOUX JAMES,-27.0713187,-70.8142225,"Escuela Byron Gigoux James, 885, Avenida Arica, Villa Las Playas, Caldera, Provincia de Copiapó, Región de Atacama, 1570000, Chile",nominatim
DE ATACAMA,COPIAPO,CALDERA,ESCUELA MANUEL ORELLA ECHANEZ,-27.0726588,-70.8188709,"Escuela Manuel Orella Echanez, 307, Los Gladiolos, Villa Las Playas, Caldera, Provincia de Copiapó, Región de Atacama, 1570000, Chile",nominatim
DE ATACAMA,COPIAPO,COPIAPO,COLEGIO ESTACION,-27.4121432,-70.28021489999999,"11 de Septiembre 6449, 1534164 Paipote, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,COLEGIO PARTICULAR SAN LORENZO,-27.3944219,-70.2996926,"Callejon Pedro Leon Gallo 450, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,COLEGIO SAN AGUSTIN DE ATACAMA,-27.3866317,-70.3107541,"Leónidas Pérez 2986, 1534452 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA BERNARDO O HIGGINS,-27.3625531,-70.3292795,"Diego Portales 599, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA BRUNO ZAVALA FREDES,-27.3801909,-70.3232858,"Los Aromos s/n, 1532754 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA DIFERENCIAL MARIA LUZ LANZA PIZARRO,-27.3716265,-70.3211163,"Los Heroes, 1530393 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA EL CHAÑAR,-27.3575851,-70.31114579999999,"El Chañar 1245, 1530065 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA ISABEL PENA MORALES,-27.3842541,-70.3075779,"Los Carrera, 1534471 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA JOSE MANSO DE VELASCO,-27.3632134,-70.3186139,"Manso de Velasco 1046, 1530013 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA LAURA ROBLES SILVA,-27.37356,-70.306371,"Corcovado 1345, 1533195 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA SAN PEDRO,-27.3253606,-70.53658519999999,"Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,ESCUELA TECNICO PROFESIONAL,-27.3624475,-70.3458127,"Ramón Freire 100, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY,-27.36962,-70.32536999999999,"Camilo Henríquez 575, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO CATOLICO ATACAMA,-27.3672218,-70.337677,"Yerbas Buenas 160, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO DE MUSICA,-27.374032,-70.3280048,"Andrés Bello 170, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO EL PALOMAR,-27.3830903,-70.329674,"Av. El Palomar 1786, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO FERNANDO ARIZTIA RUIZ,-27.4064012,-70.26950649999999,"Collipulli 1601, 1534592 Paipote, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO POLITECNICO BELEN,-27.3615251,-70.33335939999999,"José M. Infante 407, 1530507 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO TECNICO PROFESIONAL HEROES DE ATACAMA,-27.3798999,-70.3118221,"Los Carrera 2531, 1533557 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,LICEO TECNOLOGICO DE COPIAPO,-27.3694668,-70.3178089,"Circunvalación 1605, 1530693 Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,COPIAPO,SCUOLA ITALIANA GIUSSEPPE VERDI,-27.3472454,-70.35395969999999,"Volcán Doña Inés 542, Copiapó, Atacama, Chile",google
DE ATACAMA,COPIAPO,TIERRA AMARILLA,ESC. BASICA MARTA EMILIANA AGUILAR ZERON,-27.4665287,-70.2624178,"Tierra Amarilla, Atacama, Chile",google
DE ATACAMA,COPIAPO,TIERRA AMARILLA,ESCUELA LUIS URIBE ORREGO,-27.491921,-70.2637144,"Escuela Luis Uribe Orrego, 157, Ferrocarril, Villa Las Vertientes, Tierra Amarilla, Provincia de Copiapó, Región de Atacama, 1580000, Chile",nominatim
DE ATACAMA,COPIAPO,TIERRA AMARILLA,JARDIN INFANTIL LOS ZORZALITOS,-27.4662455,-70.26294229999999,"Tierra Amarilla, Atacama, Chile",google
DE ATACAMA,HUASCO,ALTO DEL CARMEN,EDUCADOR ARTURO ALVEAR RAMOS,-28.8746598,-70.2821015,"Escuela Educador Arturo Alvear Ramos, Ruta C-477, Villa Prat, Chanchoquín Grande, El Tránsito, Alto del Carmen, Provincia de Huasco, Región de Atacama, Chile",nominatim
DE ATACAMA,HUASCO,ALTO DEL CARMEN,ESCUELA FRONTERIZA,-28.9325765,-70.4631043,"Escuela Fronteriza San Félix, Camino Villa Horcón Quemado - San Félix, Villa Horcón Quemado, Alto del Carmen, Provincia de Huasco, Región de Atacama, Chile",nominatim
DE ATACAMA,HUASCO,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,-28.7598176,-70.4870489,"Escuela Ricardo Campillay Contreras, Padre Alfonso García, La Falda, Alto del Carmen, Provincia de Huasco, Región de Atacama, Chile",nominatim
DE ATACAMA,HUASCO,FREIRINA,ESCUELA FORTUNATO SOZA RODRIGUEZ,-29.1014805,-71.4068179,"Escuela Fortunato Soza Rodriguez, Avenida Costanera, Carrizalillo, Freirina, Provincia de Huasco, Región de Atacama, Chile",nominatim
DE ATACAMA,HUASCO,FREIRINA,LICEO GENERAL RAMON FREIRE,-28.5083426,-71.0788478,"Ramón Freire Serrano, Freirina, Atacama, Chile",google
DE ATACAMA,HUASCO,HUASCO,ESCUELA MIREYA ZULETA ASTUDILLO,-28.4658881,-71.2108595,"Escuela Mireya Zuleta Astudillo, 568, Sotomayor, Villa Las Palmas, Huasco, Provincia de Huasco, Región de Atacama, 1640000, Chile",nominatim
DE ATACAMA,HUASCO,VALLENAR,ESC.BASICA CAPITAN RAFAEL TORREBLANCA,-28.5920432,-70.7406334,"España 3493, Vallenar, Atacama, Chile",google
DE ATACAMA,HUASCO,VALLENAR,ESCUELA BASICA ESPAÑA,-28.5754799,-70.7574389,"Vallenar, Atacama, Chile",google
DE ATACAMA,HUASCO,VALLENAR,ESCUELA BASICA ROBERTO CUADRA ALQUINTA,-28.5847503,-70.7402896,"Roberto Bolaño, Vallenar, Atacama, Chile",google
DE ATACAMA,HUASCO,VALLENAR,ESCUELA GREGORIO CASTILLO MARIN,-28.5887586,-70.7522017,"Escuela Gregorio Castillo Marín, 2369, Compañía, Villa de Ballenary, Vallenar, Provincia de Huasco, Región de Atacama, 1611258, Chile",nominatim
DE ATACAMA,HUASCO,VALLENAR,ESCUELA HERMANOS CARRERA,-28.5626453,-70.7770248,"Escuela Hermanos Carrera, Chañar Blanco, Carretera Panamericana Sur, Vallenar, Provincia de Huasco, Región de Atacama, 1610000, Chile",nominatim
DE ATACAMA,HUASCO,VALLENAR,ESCUELA JOSE CAROCA LAFLOR,-28.5838077,-70.7590612,"Los Sauces, Vallenar, Atacama, Chile",google
DE ATACAMA,HUASCO,VALLENAR,LICEO BICENTENARIO DE VALLENAR,-28.5713762,-70.7666777,"Liceo Bicentenario de Vallenar, Avenida Matta, Vallenar, Provincia de Huasco, Región de Atacama, 1610000, Chile",nominatim
DE ATACAMA,HUASCO,VALLENAR,LICEO JOSE SANTOS OSSA,-28.5812033,-70.7517633,"Liceo Jose Santos Ossa, 637, Valdivia, Villa de Ballenary, Vallenar, Provincia de Huasco, Región de Atacama, 1611258, Chile",nominatim
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AYSEN,ESCUELA ALMIRANTE SIMPSON,-45.4101829,-72.7025545,"Almte. Simpson, Puerto Aysen, Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AYSEN,ESCUELA BASICA LITORAL AUSTRAL,-45.4109407,-72.67943919999999,"Humberto García 365, 6000000 Puerto Aysen, Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AYSEN,ESCUELA PEDRO AGUIRRE CERDA,-46.378345,-72.3007623,"Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AYSEN,ESCUELA POETISA GABRIELA MISTRAL,-45.395461,-72.68804879999999,"Manuel Rodríguez, Región XI, Chile 1021, 6000653 Puerto Aysen, Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AYSEN,LICEO MAÑIHUALES,-45.1726803,-72.1471885,"Villa Mañihuales, Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AYSEN,LICEO POLITECNICO DE AYSEN,-46.378345,-72.3007623,"Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AYSEN,LICEO RAUL BROUSSAIN CAMPINO,-45.405049,-72.69603900000001,"Sgto. Aldea 850, 6000539 Puerto Aysen, Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,CISNES,ESCUELA AMANDA LABARCA HUBERSTONE,-43.7773935,-72.9515706,"Escuela Amanda Labarca Huberstone, Avenida Central, Puerto Raúl Marín Balmaceda, Cisnes, Provincia de Aysén, Región Aysén del General Carlos Ibáñez del Campo, Chile",nominatim
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,CISNES,ESCUELA EUSEBIO IBAR SCHEPELER,-43.9725854,-72.4080556,"Escuela Eusebio Ibar Schepeler, Camilo Henríquez, La Junta, Cisnes, Provincia de Aysén, Región Aysén del General Carlos Ibáñez del Campo, Chile",nominatim
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,CISNES,ESCUELA HAMBURGO,-44.324145,-72.5556625,"Escuela Hamburgo, 69, Gabriela Mistral, Puyuhuapi, Cisnes, Provincia de Aysén, Región Aysén del General Carlos Ibáñez del Campo, Chile",nominatim
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,CISNES,ESCUELA MADRE DE LA DIVINA PROVIDENCIA,-44.75,-72.7,"Cisnes, Aysén, Chile",google
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,CISNES,LICEO ARTURO PRAT CHACON,-44.7260152,-72.675705,"Cisnes, Aysén, Chile",google
